x reading (m),y reading (m),z reading (m),time (s)
-0.9112866509838711,-0.9112866509838711,-0.9112866509838711,0.0
-3.286779022823656,-3.0868785235363507,-3.3867905991636174,0.005000578816998067
4.10439458984112,4.503950281630496,3.9043714371611973,0.010001157633996133
4.946727010262967,5.545692587769181,4.646692281243083,0.0150017364509942
7.768767999960418,8.566898156398235,7.368721694600573,0.020002315267992267
3.9746068939833763,4.971656322567563,3.47454901228357,0.025002894084990332
9.48414796794865,10.679871361893971,8.884078509908882,0.0300034729019884
3.1470359662659435,4.5411880187871665,2.4469549318862143,0.03500405171898647
10.722381168258133,12.314716572570022,9.922288557538444,0.040004630535984534
0.019422978572544825,1.809696427889866,-0.8806812084871072,0.0450052093529826
7.62174801069581,9.60971419823333,6.621632247296197,0.050005788169980664
-2.4328698075882285,-0.24745618861574492,-3.5329971473278032,0.055006366986978736
-0.6217085584389617,1.7609071851832523,-1.8218474745184978,0.0600069458039768
3.91973572436674,6.499308285853449,2.619585231947243,0.06500752462097487
3.6272935330754525,6.4035776056414235,2.2271314643159936,0.07000810343797294
4.102169931080953,7.07492020794095,2.601996285981532,0.075008682254971
3.537794696244281,6.706765870613073,1.9376094748048995,0.08000926107196907
12.018894688024638,15.38384145311699,10.318697890245296,0.08500983988896714
8.400604149468847,11.961281198499524,6.6003957753495435,0.0900104187059652
-2.342932003579854,1.413230022603912,-4.24315195403912,0.09501099752296327
5.6769508114987755,9.6283525080504,3.67671928469955,0.10001157633996133
6.723717242770159,10.870113302904407,4.6234741396309715,0.1050121551569594
12.151807507846847,16.492952624778482,9.951552828367698,0.11001273397395747
7.246239565311124,11.781888432254915,4.945973309492014,0.11501331279095553
1.5202618624487698,6.250169172619481,-0.8800159697103025,0.1200138916079536
7.9247620145213356,12.848682461133732,5.424472606022301,0.12501447042495167
8.589747437599566,13.707435713868415,5.989446452760572,0.13001504924194973
0.7228725020345843,6.034083301174648,-1.9774400591443717,0.1350156280589478
8.167856426761835,13.672344441987885,5.367532289242917,0.14001620687594588
5.3844702784938825,11.081990203020682,2.484134564635004,0.14501678569294393
4.888414658713385,10.7787211857557,1.8880673685145446,0.150017364509942
3.146213522116814,9.22906134488941,0.045854655578012604,0.15501794332694008
5.160541287394245,11.43568509911189,1.9601708445154822,0.16001852214393814
19.037178023626772,25.50437251750423,15.736796004408049,0.1650191009609362
12.75608372440993,19.41508359366196,9.355690128851244,0.17001967977793428
5.6252144555770345,12.475774393418412,2.1248092836783883,0.17502025859493234
15.31114409923603,22.35301879888152,11.710727350997422,0.1800208374119304
18.046493012664968,25.279437167329334,14.346064688086397,0.18502141622892848
11.871034891393698,19.294803194291706,8.070594990475167,0.19002199504592654
18.23012931882754,25.844476463173955,14.329677841569048,0.1950225738629246
13.360002820585429,21.164683499595018,9.359539766986977,0.20002315267992266
17.31136043567717,25.306129342564695,13.210885805738753,0.20502373149692074
19.795962299428602,27.980574127408836,15.595476093150229,0.2100243103139188
12.995711888530353,21.36992133081806,8.695214105912017,0.21502488913091686
14.523834124373796,23.08739587418374,10.123324765415497,0.22002546794791494
21.001275074183688,29.75394382473064,16.50075413888543,0.225026046764913
8.5476692608354,17.489199705334116,3.9471367491971794,0.23002662558191106
10.017860611028162,19.148007442693416,5.317316523049979,0.23502720439890915
17.822064307376383,27.140582219422935,13.021508643058239,0.2400277832159072
18.335373011464643,27.842016697107262,13.43480577080654,0.24502836203290526
12.901661320128651,22.5961854725821,7.901082503130583,0.25002894084990335
15.488693442905086,25.370852755384135,10.388103049567059,0.2550295196669014
13.145674841600291,23.215224007319705,7.945072871922303,0.26003009848389946
26.047960609432977,36.30465432160752,20.747347063415024,0.2650306773008975
17.190088837913613,27.63368178975805,11.789463715555701,0.2700312561178956
16.27014383808998,26.900390722819083,10.769507139392108,0.2750318349348937
7.804422920387392,18.62107843121592,2.203774645349556,0.28003241375189175
23.09373631814796,34.096555148290676,17.39307646677016,0.2850329925688898
16.93009072354625,28.11882756621793,11.129419295828496,0.29003357138588787
16.10597832785249,27.480387876267898,10.205295323794772,0.2950341502028859
14.752248900631646,26.31208584800554,8.751554320233964,0.300034729019884
16.22661557046883,27.971634610015986,10.125909413731192,0.3050353078368821
13.431701885394146,25.361657710329325,7.230984152316543,0.31003588665388015
28.019837525549416,40.134484829087384,21.71910821613185,0.3150364654708782
15.882904784479305,28.181998259834828,9.48216389872178,0.32003704428787627
20.35474397575642,32.83803831614426,13.853991513658935,0.32503762310487433
16.640656013476903,29.307905912111828,10.039891975039456,0.3300382019218724
19.516171579421297,32.36713172951808,12.81539596464389,0.33503878073887045
18.181101086261883,31.215526181035276,11.38031389514451,0.34003935955586856
27.523672215482055,40.74131694814684,20.622873448024723,0.3450399383728666
29.1925405954376,42.59315965920853,22.19173025164031,0.3500405171898647
19.42036895661928,33.00371704471112,12.319547036482026,0.35504109600686273
23.57409058849686,37.339922394124386,16.373257092019642,0.3600416748238608
28.2893991025392,42.23746931891717,20.98855402972202,0.36504225364085885
17.12119616830534,31.25125948864852,9.7203395191482,0.37004283245785696
30.593063066054377,44.90487418357754,23.092194840557276,0.375043411274855
13.450917951971276,27.944231559889182,5.850038150134212,0.3800439900918531
24.44959649322436,39.124167284751785,16.748705115047336,0.38504456890885114
20.834007251118102,35.689589919469796,13.033104296601117,0.3900451477258492
18.244697585009362,33.28104682340009,10.343783054152414,0.39504572654284725
24.287052739813905,39.50392324145845,16.286126632617,0.4000463053598453
26.19280732871468,41.58995378682779,18.09186964517781,0.4050468841768434
23.49231090648471,39.06948801428116,15.291361646607879,0.4100474629938415
23.45884630826256,39.21580875895713,15.157885472045775,0.41504804181083954
13.384695696804918,29.321198183612353,4.983723284248168,0.4200486206278376
26.76271285774592,42.87851007388099,18.261728868849207,0.42504919944483566
26.078141012621742,42.37298765129922,17.47714544738507,0.4300497782618337
31.70679646540456,48.18044721983921,23.005789323827926,0.43505035707883183
26.33491757383401,42.9871271372406,17.53389885591741,0.4400509358958299
23.514608818939536,40.34513188453281,14.613578524682977,0.44505151471282794
30.928247451437016,47.93683871243177,21.927205580840496,0.450052093529826
30.153328445936026,47.33974259554701,21.052274998999543,0.45505267234682406
18.973673019391814,36.337664750833795,9.772607996115372,0.4600532511638221
25.171432070885093,42.71275607737284,15.870355471268688,0.46505382998082023
30.637317311118494,48.355728285866775,21.236229135162127,0.4700544087978183
21.707906672520842,39.60315930874441,12.206806920224514,0.47505498761481635
31.451746061862114,49.523595052775754,21.850634733225824,0.4800555664318144
32.95298284242913,51.20118288124759,23.251859937452878,0.48505614524881246
28.022929992878137,46.44723577281619,18.22179551156193,0.4900567240658105
32.075238787479186,50.6754050017516,22.17409272982302,0.4950573028828086
26.64488545160012,45.42066679342165,16.643727817603985,0.5000578816998067
26.917901106507884,45.86905226909332,16.81673189617179,0.5050584605168047
30.485124882573402,49.61140055913749,20.283944095897347,0.5100590393338028
32.74995481002955,52.051109693787055,22.448762447013525,0.5150596181508009
28.42956068623062,47.905349470396324,18.028356746874643,0.5200601969677989
30.628143953983347,50.278321331772,20.126928438287408,0.525060775784797
38.11418896884967,57.93850963347604,27.512961876813762,0.530061354601795
34.77744792292859,54.775666567607445,24.07620925455273,0.5350619334187932
29.156000776176832,49.32787209412293,18.354750531461008,0.5400625122357912
35.39618724193255,55.74146592636068,24.49492542087676,0.5450630910527893
38.06254607677909,58.58098682090401,27.06127267938335,0.5500636698697874
30.7822833901395,51.47364088717596,19.680998416403792,0.5550642486867854
31.080372533372532,51.94440147653531,19.87907598329686,0.5600648275037835
37.03073584574855,58.06719092825241,25.729427719332925,0.5650654063207815
34.13718710935386,55.34582302441356,22.735867406598263,0.5700659851377796
39.87335025542368,61.253921696254,28.37201897632813,0.5750665639547776
33.23776107248384,54.79002273229954,21.63641821704833,0.5800671427717757
35.81900180797709,57.54270837999292,24.11764737620161,0.5850677215887738
34.78916713665979,56.68407331409054,22.98780112854436,0.5900683004057719
36.23585460655839,58.30171508261882,24.334477022103,0.59506887922277
33.125853991415696,55.36242345932056,21.124464830620337,0.600069458039768
27.12567429080653,49.532707443770605,15.024273553671208,0.6050700368567661
36.060799199498035,58.63805073073609,23.859386886022754,0.6100706156737642
40.835317032229966,63.582541634956755,28.533893142414716,0.6150711944907622
50.76866597477837,73.68561834220867,38.367230508623166,0.6200717733077603
40.2630236698025,63.34945849515107,27.761576627307335,0.6250723521247583
38.88174163460754,62.13741361108915,26.28028301577241,0.6300729309417564
37.903935520087366,61.32859934091677,25.20246532491228,0.6350735097587544
31.047386196182472,54.64079655457446,18.245904424667422,0.6400740885757525
36.24284411647546,60.00475570564477,23.341350768620444,0.6450746673927507
43.01336303018937,66.94353054335078,30.011858105994392,0.6500752462097487
39.411298765354864,63.509476895723154,26.309782264819926,0.6550758250267468
41.67770321794322,65.94364665873313,28.47617514106832,0.6600764038437448
35.78407283490237,60.217536279328684,22.48253318168751,0.6650769826607429
34.49846426470755,59.099202405985025,21.09691303515273,0.6700775614777409
39.267508139005585,64.03527567034898,25.7659453331108,0.675078140294739
44.7827799776884,69.7173315923125,31.18120559545366,0.6800787191117371
